file,lines,line_span,classification,reason
"src/server/features/channels/executor.ts","131","1-131","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/channels/router.test.ts","233","1-233","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/channels/router.ts","714","1-714","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/channels/runtime.test.ts","43","1-43","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/channels/runtime.ts","54","1-54","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/channels/surface-account.ts","156","1-156","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/channels/types.ts","74","1-74","PRUNE_MVP","Cross-surface runtime layer (Slack/Discord/Telegram) outside MVP."
"src/server/features/drafts/README.md","12","1-12","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/features/email/README.md","27","1-27","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/features/email/provider-types.ts","8","1-8","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/features/email/provider.ts","33","1-33","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/features/email/providers/microsoft.ts","2059","1-2059","PRUNE_MVP","Outlook email provider implementation outside Gmail-only MVP."
"src/server/features/email/signature-extraction.test.ts","84","1-84","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/features/email/signature-extraction.ts","37","1-37","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook); refactor to Google/web-only."
"src/server/features/email/types.ts","307","1-307","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/features/email/watch-manager.ts","269","1-269","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, outlook); refactor to Google/web-only."
"src/server/features/follow-up/README.md","11","1-11","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/follow-up/cleanup.test.ts","167","1-167","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/follow-up/cleanup.ts","114","1-114","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/follow-up/generate-draft.test.ts","287","1-287","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/follow-up/generate-draft.ts","150","1-150","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/follow-up/labels.test.ts","320","1-320","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/follow-up/labels.ts","150","1-150","PRUNE_MVP","Follow-up reminder vertical is outside MVP scope."
"src/server/features/groups/README.md","11","1-11","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/ai/find-newsletters.test.ts","43","1-43","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/ai/find-newsletters.ts","42","1-42","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/ai/find-receipts.test.ts","65","1-65","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/ai/find-receipts.ts","160","1-160","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/find-matching-group.test.ts","157","1-157","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/find-matching-group.ts","99","1-99","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/groups/group-item.ts","34","1-34","PRUNE_MVP","Sender grouping subsystem outside MVP scope."
"src/server/features/integrations/README.md","12","1-12","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft, slack); refactor to Google/web-only."
"src/server/features/integrations/status.ts","172","1-172","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (outlook, slack, discord, telegram); refactor to Google/web-only."
"src/server/features/knowledge/README.md","11","1-11","PRUNE_MVP","Knowledge ingestion vertical outside MVP scope."
"src/server/features/knowledge/ai/extract-from-email-history.ts","191","1-191","PRUNE_MVP","Knowledge ingestion vertical outside MVP scope."
"src/server/features/knowledge/ai/extract.ts","120","1-120","PRUNE_MVP","Knowledge ingestion vertical outside MVP scope."
"src/server/features/knowledge/ai/persona.ts","145","1-145","PRUNE_MVP","Knowledge ingestion vertical outside MVP scope."
"src/server/features/knowledge/ai/writing-style.ts","108","1-108","PRUNE_MVP","Knowledge ingestion vertical outside MVP scope."
"src/server/features/meeting-briefs/README.md","12","1-12","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/ai/generate-briefing.test.ts","174","1-174","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/ai/generate-briefing.ts","298","1-298","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/fetch-upcoming-events.ts","65","1-65","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/gather-context.ts","261","1-261","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/process.ts","328","1-328","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/recipient-context.test.ts","495","1-495","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/meeting-briefs/recipient-context.ts","241","1-241","PRUNE_MVP","Meeting-briefs vertical is outside MVP scope."
"src/server/features/memory/ARCHITECTURE.md","484","1-484","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/context-manager.test.ts","106","1-106","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/context-manager.ts","758","1-758","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/decay.ts","300","1-300","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/README.md","196","1-196","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/cache.ts","183","1-183","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/conversation-ingestion.ts","48","1-48","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/queue.ts","262","1-262","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/search.test.ts","64","1-64","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/search.ts","902","1-902","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/embeddings/service.ts","351","1-351","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/lifecycle/policy.ts","29","1-29","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/retrieval/orchestrator.ts","195","1-195","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/service.ts","231","1-231","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/memory/structured/service.ts","507","1-507","DEFER_POST_MVP","Long-term memory subsystem is optional for MVP launch and can be deferred."
"src/server/features/notifications/README.md","169","1-169","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/create.test.ts","78","1-78","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/create.ts","95","1-95","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/generator.test.ts","91","1-91","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/notifications/generator.ts","113","1-113","PRUNE_MVP","Notification subsystem can be removed for chat-first MVP launch."
"src/server/features/policy-plane/canonical-schema.ts","208","1-208","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/features/policy-plane/compiler.ts","336","1-336","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/features/policy-plane/pdp.ts","558","1-558","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (slack, discord, telegram, surfaces); refactor to Google/web-only."
"src/server/features/policy-plane/system-config.ts","353","1-353","KEEP_REFACTOR_MVP","Core file is in-scope but contains non-MVP branches (microsoft); refactor to Google/web-only."
"src/server/features/referrals/README.md","7","1-7","PRUNE_MVP","Referral growth feature outside MVP scope."
"src/server/features/reply-tracker/README.md","12","1-12","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/check-if-needs-reply.ts","92","1-92","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/determine-thread-status.test.ts","96","1-96","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/determine-thread-status.ts","213","1-213","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/draft-follow-up.ts","145","1-145","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/draft-reply.ts","272","1-272","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/generate-nudge.ts","56","1-56","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/ai/reply-context-collector.ts","160","1-160","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/check-sender-reply-history.ts","59","1-59","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/conversation-status-config.ts","23","1-23","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/draft-tracking.ts","288","1-288","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/generate-draft.test.ts","232","1-232","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/generate-draft.ts","319","1-319","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/handle-conversation-status.ts","170","1-170","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/handle-outbound.ts","83","1-83","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/label-helpers.test.ts","346","1-346","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/label-helpers.ts","241","1-241","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/outbound.test.ts","82","1-82","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/reply-tracker/outbound.ts","130","1-130","PRUNE_MVP","Reply-tracker vertical is outside email/calendar secretary core launch."
"src/server/features/search/README.md","13","1-13","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/backfill.ts","133","1-133","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/chunking.ts","37","1-37","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/index.ts","5","1-5","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/calendar.ts","107","1-107","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/email.ts","129","1-129","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/memory.ts","163","1-163","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/ingestors/rule.ts","110","1-110","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/queue.ts","171","1-171","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/repository.ts","751","1-751","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/index/types.ts","52","1-52","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/calibration.test.ts","97","1-97","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/calibration.ts","192","1-192","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/query.test.ts","171","1-171","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/query.ts","358","1-358","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/ranking.test.ts","72","1-72","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/ranking.ts","368","1-368","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
"src/server/features/search/unified/service.test.ts","234","1-234","PRUNE_MVP","Internal unified search/index plane is not required in provider-first MVP."
